feature,importance
clay_pct,1194.405399190262
organic_carbon_pct,1185.217627376318
latitude,1079.0583547875285
sand_pct,559.7843454480171
elevation_m,529.9904842879623
day_of_year,149.83170302212238
saturation,90.24418318085372
temperature_max_c,68.75715154968202
temperature_mean_c,56.6115090046078
et0_mm,34.39290188625455
month,27.919300323352218
water_balance_1d,26.964300025254488
temperature_min_c,23.1986133903265
precipitation_mm,17.57401693239808
